campaign_id,brand,campaign_name,platform,ad_format,objective,audience_segment,date,month,week,day_of_week,is_weekend,impressions,reach,frequency,spend,cpm,clicks,ctr,engagements,likes,comments,shares,saves,engagement_rate,video_views,video_views_25pct,video_views_50pct,video_views_75pct,video_views_100pct,vtr,conversions,revenue,cpc,cpa,cvr,roas
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,18-24 Female,2024-11-03,2024-11,2024-W44,Sunday,True,9260,5949,1.56,95.34,10.3,198,2.1382,588,373,66,84,69,6.3499,4300,6021,4300,3225,2365,46.4363,4,236.51,0.48,23.83,2.0202,2.4808
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Retargeting — Cart Abandoners,2024-11-04,2024-11,2024-W44,Monday,False,9127,5501,1.66,95.33,10.45,235,2.5748,489,328,24,63,58,5.3577,0,0,0,0,0,0.0,5,266.47,0.41,19.07,2.1277,2.7952
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Fitness,2024-11-04,2024-11,2024-W44,Monday,False,8480,6739,1.26,95.33,11.24,242,2.8538,425,269,36,64,22,5.0118,5217,7304,5217,3912,2869,61.5212,5,353.8,0.39,19.07,2.0661,3.7112
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,18-24 Female,2024-11-05,2024-11,2024-W44,Tuesday,False,17282,11497,1.5,95.34,5.52,245,1.4177,521,361,47,93,45,3.0147,0,0,0,0,0,0.0,1,38.56,0.39,95.34,0.4082,0.4045
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,25-34 Male,2024-11-05,2024-11,2024-W44,Tuesday,False,10328,7809,1.32,95.33,9.23,275,2.6627,701,461,55,115,83,6.7874,0,0,0,0,0,0.0,7,543.87,0.35,13.62,2.5455,5.705
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,25-34 Male,2024-11-06,2024-11,2024-W44,Wednesday,False,15614,9628,1.62,190.68,12.21,375,2.4017,650,432,76,102,89,4.1629,8507,11910,8507,6380,4679,54.4832,11,878.98,0.51,17.33,2.9333,4.6098
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,35-44 Mixed,2024-11-07,2024-11,2024-W44,Thursday,False,14594,10878,1.34,95.33,6.53,312,2.1379,667,400,61,115,94,4.5704,5482,7675,5482,4111,3015,37.5634,9,490.07,0.31,10.59,2.8846,5.1405
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,Retargeting — Cart Abandoners,2024-11-07,2024-11,2024-W44,Thursday,False,9133,5967,1.53,95.33,10.44,199,2.1789,197,134,18,19,15,2.157,0,0,0,0,0,0.0,6,316.93,0.48,15.89,3.0151,3.3244
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Lookalike 1%,2024-11-08,2024-11,2024-W44,Friday,False,22209,16320,1.36,190.67,8.59,664,2.9898,1186,762,139,118,172,5.3402,0,0,0,0,0,0.0,28,2090.7,0.29,6.81,4.2169,10.9648
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Fitness,2024-11-09,2024-11,2024-W44,Saturday,True,7766,5414,1.43,95.33,12.28,151,1.9444,472,282,37,44,62,6.0778,3017,4224,3017,2263,1659,38.8488,1,42.78,0.63,95.33,0.6623,0.4487
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Retargeting — Cart Abandoners,2024-11-09,2024-11,2024-W44,Saturday,True,11415,8113,1.41,95.33,8.35,268,2.3478,296,201,25,35,32,2.5931,0,0,0,0,0,0.0,7,432.02,0.36,13.62,2.6119,4.5318
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Tech,2024-11-10,2024-11,2024-W45,Sunday,True,8297,5971,1.39,95.33,11.49,303,3.6519,318,216,28,37,17,3.8327,4420,6189,4420,3315,2431,53.2723,2,143.47,0.31,47.67,0.6601,1.505
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Lookalike 1%,2024-11-10,2024-11,2024-W45,Sunday,True,11967,9470,1.26,95.33,7.97,238,1.9888,630,353,63,75,79,5.2645,0,0,0,0,0,0.0,0,0.0,0.4,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Lookalike 1%,2024-11-11,2024-11,2024-W45,Monday,False,7643,5193,1.47,95.33,12.47,161,2.1065,342,236,35,30,25,4.4747,0,0,0,0,0,0.0,4,202.79,0.59,23.83,2.4845,2.1273
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Lookalike 1%,2024-11-11,2024-11,2024-W45,Monday,False,11256,9077,1.24,95.33,8.47,177,1.5725,50,31,4,6,6,0.4442,4158,5822,4158,3119,2287,36.9403,1,60.98,0.54,95.33,0.565,0.6396
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Beauty,2024-11-12,2024-11,2024-W45,Tuesday,False,12616,8234,1.53,95.34,7.56,243,1.9261,711,410,49,86,60,5.6357,7570,10598,7570,5677,4163,60.0032,0,0.0,0.39,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,35-44 Mixed,2024-11-12,2024-11,2024-W45,Tuesday,False,7933,6351,1.25,95.34,12.02,174,2.1934,358,249,32,44,37,4.5128,0,0,0,0,0,0.0,2,108.03,0.55,47.67,1.1494,1.1331
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,25-34 Female,2024-11-13,2024-11,2024-W45,Wednesday,False,7192,4731,1.52,95.33,13.26,106,1.4739,94,62,10,14,7,1.307,0,0,0,0,0,0.0,0,0.0,0.9,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,25-34 Female,2024-11-13,2024-11,2024-W45,Wednesday,False,10474,6698,1.56,95.34,9.1,211,2.0145,610,347,66,84,87,5.8239,5229,7321,5229,3922,2876,49.9236,3,220.48,0.45,31.78,1.4218,2.3126
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,25-34 Male,2024-11-14,2024-11,2024-W45,Thursday,False,16561,11038,1.5,190.68,11.51,295,1.7813,273,171,17,48,29,1.6485,0,0,0,0,0,0.0,4,272.7,0.65,47.67,1.3559,1.4302
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Interest — Tech,2024-11-15,2024-11,2024-W45,Friday,False,14435,10225,1.41,190.67,13.21,263,1.822,539,326,60,68,54,3.734,0,0,0,0,0,0.0,7,347.61,0.72,27.24,2.6616,1.8231
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,Lookalike 1%,2024-11-16,2024-11,2024-W45,Saturday,True,9737,7133,1.37,95.34,9.79,207,2.1259,289,176,28,41,29,2.9681,0,0,0,0,0,0.0,6,478.49,0.46,15.89,2.8986,5.019
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Interest — Fitness,2024-11-16,2024-11,2024-W45,Saturday,True,10842,8033,1.35,95.33,8.79,388,3.5787,183,126,10,20,25,1.6879,0,0,0,0,0,0.0,4,272.9,0.25,23.83,1.0309,2.8626
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Retargeting — Site Visitors,2024-11-17,2024-11,2024-W46,Sunday,True,27218,18755,1.45,190.68,7.01,600,2.2044,934,642,102,93,128,3.4316,0,0,0,0,0,0.0,16,791.04,0.32,11.92,2.6667,4.1486
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Tech,2024-11-18,2024-11,2024-W46,Monday,False,13505,9765,1.38,95.34,7.06,380,2.8138,652,363,63,103,95,4.8278,6734,9428,6734,5051,3704,49.863,5,257.59,0.25,19.07,1.3158,2.7019
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,Lookalike 1%,2024-11-18,2024-11,2024-W46,Monday,False,11801,8074,1.46,95.33,8.08,226,1.9151,595,416,30,79,63,5.0419,0,0,0,0,0,0.0,1,68.19,0.42,95.33,0.4425,0.7153
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Interest — Fitness,2024-11-19,2024-11,2024-W46,Tuesday,False,11731,7831,1.5,190.67,16.25,175,1.4918,396,254,22,45,29,3.3757,6190,8666,6190,4642,3404,52.7662,1,77.95,1.09,190.67,0.5714,0.4088
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,25-34 Female,2024-11-20,2024-11,2024-W46,Wednesday,False,24919,15515,1.61,190.68,7.65,257,1.0313,747,484,85,78,101,2.9977,0,0,0,0,0,0.0,0,0.0,0.74,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,Interest — Tech,2024-11-21,2024-11,2024-W46,Thursday,False,15391,9293,1.66,190.67,12.39,349,2.2676,609,367,50,108,42,3.9569,9070,12699,9070,6803,4988,58.9305,6,506.7,0.55,31.78,1.7192,2.6575
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,35-44 Mixed,2024-11-22,2024-11,2024-W46,Friday,False,15120,11649,1.3,95.33,6.31,517,3.4193,1015,571,116,127,87,6.713,8228,11519,8228,6171,4525,54.418,19,1603.37,0.18,5.02,3.675,16.8183
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,Interest — Beauty,2024-11-22,2024-11,2024-W46,Friday,False,10578,8046,1.31,95.33,9.01,149,1.4086,460,273,49,67,67,4.3486,0,0,0,0,0,0.0,1,66.54,0.64,95.33,0.6711,0.6979
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,35-44 Mixed,2024-11-23,2024-11,2024-W46,Saturday,True,21258,14322,1.48,190.68,8.97,434,2.0416,900,588,84,144,85,4.2337,7771,10880,7771,5828,4274,36.5556,3,265.9,0.44,63.56,0.6912,1.3945
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,25-34 Female,2024-11-24,2024-11,2024-W47,Sunday,True,25780,17388,1.48,190.68,7.4,542,2.1024,606,354,54,96,77,2.3507,0,0,0,0,0,0.0,0,0.0,0.35,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,Retargeting — Site Visitors,2024-11-25,2024-11,2024-W47,Monday,False,8498,5879,1.45,95.34,11.22,213,2.5065,412,250,29,39,32,4.8482,4102,5743,4102,3076,2256,48.2702,1,84.87,0.45,95.34,0.4695,0.8902
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Retargeting — Cart Abandoners,2024-11-25,2024-11,2024-W47,Monday,False,6160,3726,1.65,95.33,15.48,183,2.9708,301,167,32,30,32,4.8864,3310,4634,3310,2482,1820,53.7338,0,0.0,0.52,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,Interest — Beauty,2024-11-26,2024-11,2024-W47,Tuesday,False,15572,10993,1.42,190.67,12.24,347,2.2284,418,266,47,49,23,2.6843,0,0,0,0,0,0.0,0,0.0,0.55,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Reels,Engagement,Lookalike 1%,2024-11-27,2024-11,2024-W47,Wednesday,False,13322,8196,1.63,190.67,14.31,311,2.3345,688,418,40,108,59,5.1644,4688,6563,4688,3516,2578,35.1899,11,763.68,0.61,17.33,3.537,4.0053
1002,NovaSkin,Influencer Collab Q4,Meta,Video,Engagement,Interest — Tech,2024-11-28,2024-11,2024-W47,Thursday,False,6459,4526,1.43,95.33,14.76,132,2.0437,271,171,19,23,39,4.1957,2671,3740,2671,2003,1469,41.3532,0,0.0,0.72,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,25-34 Male,2024-11-28,2024-11,2024-W47,Thursday,False,7633,4953,1.54,95.34,12.49,191,2.5023,360,247,30,51,33,4.7164,0,0,0,0,0,0.0,2,133.35,0.5,47.67,1.0471,1.3987
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,25-34 Female,2024-11-29,2024-11,2024-W47,Friday,False,10539,8358,1.26,190.67,18.09,228,2.1634,403,268,32,45,36,3.8239,0,0,0,0,0,0.0,2,91.95,0.84,95.33,0.8772,0.4823
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,Retargeting — Site Visitors,2024-11-30,2024-11,2024-W47,Saturday,True,10448,7059,1.48,190.67,18.25,241,2.3067,684,457,71,100,92,6.5467,0,0,0,0,0,0.0,5,389.67,0.79,38.13,2.0747,2.0437
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,Interest — Tech,2024-12-01,2024-12,2024-W48,Sunday,True,11597,8233,1.41,95.33,8.22,345,2.9749,557,313,35,56,42,4.803,0,0,0,0,0,0.0,13,917.65,0.28,7.33,3.7681,9.6258
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,18-24 Female,2024-12-01,2024-12,2024-W48,Sunday,True,8843,6688,1.32,95.33,10.78,243,2.7479,514,352,50,60,35,5.8125,0,0,0,0,0,0.0,0,0.0,0.39,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,Meta,Carousel,Engagement,25-34 Male,2024-12-02,2024-12,2024-W48,Monday,False,13118,10477,1.25,190.68,14.54,373,2.8434,513,286,57,90,41,3.9107,0,0,0,0,0,0.0,6,460.59,0.51,31.78,1.6086,2.4156
1002,NovaSkin,Influencer Collab Q4,Meta,Stories,Engagement,35-44 Mixed,2024-12-03,2024-12,2024-W48,Tuesday,False,9182,7076,1.3,95.34,10.38,290,3.1584,358,204,34,37,33,3.8989,0,0,0,0,0,0.0,4,253.68,0.33,23.83,1.3793,2.6609
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,18-24 Female,2024-12-03,2024-12,2024-W48,Tuesday,False,9800,7917,1.24,95.34,9.73,231,2.3571,362,249,31,30,30,3.6939,0,0,0,0,0,0.0,4,261.15,0.41,23.83,1.7316,2.7393
1002,NovaSkin,Influencer Collab Q4,Meta,Single Image,Engagement,35-44 Mixed,2024-12-04,2024-12,2024-W48,Wednesday,False,11010,6933,1.59,190.67,17.32,124,1.1262,633,369,59,79,56,5.7493,0,0,0,0,0,0.0,2,213.41,1.54,95.34,1.6129,1.1193
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Retargeting — Cart Abandoners,2024-08-09,2024-08,2024-W31,Friday,False,7248,5643,1.28,57.2,7.89,62,0.8554,37,21,3,5,3,0.5105,2585,3619,2585,1939,1422,35.665,0,0.0,0.92,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Retargeting — Site Visitors,2024-08-09,2024-08,2024-W31,Friday,False,3977,2436,1.63,57.19,14.38,41,1.0309,103,57,8,14,7,2.5899,1814,2539,1814,1360,997,45.6123,0,0.0,1.39,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,25-34 Female,2024-08-10,2024-08,2024-W31,Saturday,True,15479,12077,1.28,114.4,7.39,127,0.8205,376,246,45,56,47,2.4291,4546,6364,4546,3409,2500,29.3688,2,149.79,0.9,57.2,1.5748,1.3093
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Lookalike 1%,2024-08-11,2024-08,2024-W32,Sunday,True,13741,9844,1.4,114.4,8.33,72,0.524,13,7,0,1,0,0.0946,4298,6017,4298,3223,2364,31.2787,1,73.95,1.59,114.4,1.3889,0.6464
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Lookalike 1%,2024-08-12,2024-08,2024-W32,Monday,False,6361,3981,1.6,57.2,8.99,61,0.959,68,42,3,10,6,1.069,2460,3444,2460,1845,1353,38.6732,0,0.0,0.94,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Retargeting — Site Visitors,2024-08-12,2024-08,2024-W32,Monday,False,4186,3332,1.26,57.2,13.66,47,1.1228,81,51,4,6,4,1.935,787,1102,787,590,433,18.8008,0,0.0,1.22,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Interest — Beauty,2024-08-13,2024-08,2024-W32,Tuesday,False,4020,2662,1.51,57.19,14.23,34,0.8458,72,42,4,7,9,1.791,1204,1686,1204,903,662,29.9502,0,0.0,1.68,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,35-44 Mixed,2024-08-13,2024-08,2024-W32,Tuesday,False,5469,4279,1.28,57.2,10.46,36,0.6583,85,52,4,10,7,1.5542,2202,3083,2202,1652,1211,40.2633,0,0.0,1.59,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Lookalike 1%,2024-08-14,2024-08,2024-W32,Wednesday,False,5873,4556,1.29,57.2,9.74,70,1.1919,87,57,8,14,11,1.4814,1363,1909,1363,1022,750,23.2079,1,60.06,0.82,57.2,1.4286,1.05
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,35-44 Mixed,2024-08-14,2024-08,2024-W32,Wednesday,False,7210,5335,1.35,57.2,7.93,122,1.6921,79,50,5,6,3,1.0957,1968,2755,1968,1476,1082,27.2954,0,0.0,0.47,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,35-44 Mixed,2024-08-15,2024-08,2024-W32,Thursday,False,8784,7079,1.24,114.4,13.02,81,0.9221,8,5,0,1,0,0.0911,4210,5894,4210,3157,2315,47.9281,1,81.04,1.41,114.4,1.2346,0.7084
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Interest — Beauty,2024-08-16,2024-08,2024-W32,Friday,False,3673,2998,1.23,57.2,15.57,19,0.5173,67,41,4,7,6,1.8241,666,933,666,499,366,18.1323,0,0.0,3.01,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,35-44 Mixed,2024-08-16,2024-08,2024-W32,Friday,False,4200,3243,1.3,57.19,13.62,59,1.4048,69,43,6,6,10,1.6429,1367,1914,1367,1025,752,32.5476,0,0.0,0.97,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Interest — Beauty,2024-08-17,2024-08,2024-W32,Saturday,True,7271,5491,1.32,57.2,7.87,79,1.0865,74,40,7,12,6,1.0177,1633,2287,1633,1225,898,22.4591,0,0.0,0.72,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Interest — Fitness,2024-08-17,2024-08,2024-W32,Saturday,True,3714,2716,1.37,57.2,15.4,34,0.9155,69,41,7,5,4,1.8578,1231,1724,1231,923,677,33.1449,0,0.0,1.68,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Lookalike 1%,2024-08-18,2024-08,2024-W33,Sunday,True,5162,4053,1.27,57.2,11.08,51,0.988,90,52,10,10,4,1.7435,2111,2955,2111,1583,1161,40.895,0,0.0,1.12,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Lookalike 1%,2024-08-18,2024-08,2024-W33,Sunday,True,4755,3187,1.49,57.2,12.03,84,1.7666,36,21,2,4,4,0.7571,1704,2386,1704,1278,937,35.836,0,0.0,0.68,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,18-24 Female,2024-08-19,2024-08,2024-W33,Monday,False,3616,2310,1.57,57.19,15.82,32,0.885,62,35,3,8,3,1.7146,623,872,623,467,342,17.229,0,0.0,1.79,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Interest — Tech,2024-08-19,2024-08,2024-W33,Monday,False,8082,6069,1.33,57.2,7.08,50,0.6187,70,48,6,9,3,0.8661,3241,4537,3241,2430,1782,40.1015,0,0.0,1.14,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Interest — Fitness,2024-08-20,2024-08,2024-W33,Tuesday,False,9487,6938,1.37,114.41,12.06,56,0.5903,105,65,7,13,9,1.1068,1727,2418,1727,1295,950,18.2039,0,0.0,2.04,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Interest — Fitness,2024-08-21,2024-08,2024-W33,Wednesday,False,15298,11930,1.28,114.4,7.48,155,1.0132,136,91,12,23,15,0.889,3530,4942,3530,2647,1941,23.0749,2,151.2,0.74,57.2,1.2903,1.3216
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Retargeting — Site Visitors,2024-08-22,2024-08,2024-W33,Thursday,False,8175,5234,1.56,114.41,13.99,79,0.9664,141,90,14,21,18,1.7248,1963,2749,1963,1472,1080,24.0122,1,51.69,1.45,114.41,1.2658,0.4518
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Interest — Fitness,2024-08-23,2024-08,2024-W33,Friday,False,11735,8644,1.36,114.4,9.75,79,0.6732,156,91,8,21,21,1.3294,4937,6912,4937,3703,2715,42.0707,1,48.62,1.45,114.4,1.2658,0.425
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Interest — Beauty,2024-08-24,2024-08,2024-W33,Saturday,True,5987,4501,1.33,57.2,9.55,67,1.1191,94,63,6,16,12,1.5701,1188,1664,1188,891,653,19.843,0,0.0,0.85,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Lookalike 1%,2024-08-24,2024-08,2024-W33,Saturday,True,4412,3159,1.4,57.2,12.96,60,1.3599,64,41,7,5,4,1.4506,1213,1698,1213,909,667,27.4932,0,0.0,0.95,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,35-44 Mixed,2024-08-25,2024-08,2024-W34,Sunday,True,8352,6243,1.34,114.4,13.7,113,1.353,155,85,16,20,12,1.8558,2031,2843,2031,1523,1117,24.3175,2,119.45,1.01,57.2,1.7699,1.0442
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Interest — Tech,2024-08-26,2024-08,2024-W34,Monday,False,11901,7544,1.58,57.2,4.81,120,1.0083,161,102,17,16,10,1.3528,5110,7154,5110,3832,2810,42.9376,0,0.0,0.48,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,25-34 Female,2024-08-26,2024-08,2024-W34,Monday,False,5021,3240,1.55,57.2,11.39,57,1.1352,76,45,4,9,4,1.5136,1340,1876,1340,1005,737,26.6879,0,0.0,1.0,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Interest — Beauty,2024-08-27,2024-08,2024-W34,Tuesday,False,4219,2718,1.55,57.2,13.56,48,1.1377,58,37,6,6,4,1.3747,1532,2145,1532,1149,842,36.3119,0,0.0,1.19,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Lookalike 1%,2024-08-27,2024-08,2024-W34,Tuesday,False,3783,2744,1.38,57.19,15.12,50,1.3217,97,60,7,12,7,2.5641,630,882,630,472,346,16.6534,0,0.0,1.14,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Retargeting — Site Visitors,2024-08-28,2024-08,2024-W34,Wednesday,False,5072,3561,1.42,57.2,11.28,34,0.6703,70,44,3,11,8,1.3801,1601,2241,1601,1201,880,31.5655,0,0.0,1.68,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,18-24 Female,2024-08-28,2024-08,2024-W34,Wednesday,False,5612,3544,1.58,57.2,10.19,62,1.1048,106,69,7,12,15,1.8888,1609,2252,1609,1206,885,28.6707,0,0.0,0.92,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,35-44 Mixed,2024-08-29,2024-08,2024-W34,Thursday,False,9135,5545,1.65,114.41,12.52,123,1.3465,139,89,13,13,18,1.5216,2745,3843,2745,2058,1509,30.0493,2,85.39,0.93,57.2,1.626,0.7464
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Retargeting — Site Visitors,2024-08-30,2024-08,2024-W34,Friday,False,4849,3546,1.37,57.2,11.8,51,1.0518,46,29,4,7,3,0.9486,1479,2071,1479,1109,813,30.5011,0,0.0,1.12,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,25-34 Female,2024-08-30,2024-08,2024-W34,Friday,False,3836,2720,1.41,57.2,14.91,53,1.3816,46,28,2,4,4,1.1992,1113,1559,1113,835,612,29.0146,0,0.0,1.08,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,35-44 Mixed,2024-08-31,2024-08,2024-W34,Saturday,True,7445,5125,1.45,114.4,15.37,64,0.8596,78,51,6,7,9,1.0477,2550,3570,2550,1912,1402,34.2512,0,0.0,1.79,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Interest — Tech,2024-09-01,2024-09,2024-W35,Sunday,True,3544,2655,1.33,57.2,16.14,42,1.1851,58,39,4,5,3,1.6366,927,1298,927,695,510,26.1569,1,48.72,1.36,57.2,2.381,0.8517
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Interest — Beauty,2024-09-01,2024-09,2024-W35,Sunday,True,5030,3313,1.52,57.19,11.37,70,1.3917,54,34,2,5,3,1.0736,1606,2248,1606,1204,883,31.9284,1,91.07,0.82,57.19,1.4286,1.5923
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Interest — Beauty,2024-09-02,2024-09,2024-W35,Monday,False,8724,6468,1.35,114.39,13.11,89,1.0202,91,53,7,13,8,1.0431,3215,4501,3215,2411,1768,36.8524,0,0.0,1.29,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Masthead,Engagement,Interest — Tech,2024-09-03,2024-09,2024-W35,Tuesday,False,6111,3949,1.55,57.2,9.36,65,1.0637,76,43,4,9,5,1.2437,2535,3550,2535,1901,1394,41.4826,0,0.0,0.88,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Bumper Ad,Engagement,Interest — Beauty,2024-09-03,2024-09,2024-W35,Tuesday,False,4253,3237,1.31,57.2,13.45,18,0.4232,29,19,2,4,2,0.6819,1907,2669,1907,1430,1048,44.8389,0,0.0,3.18,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Lookalike 1%,2024-09-04,2024-09,2024-W35,Wednesday,False,4569,3331,1.37,57.19,12.52,50,1.0943,81,46,8,10,6,1.7728,1326,1856,1326,994,729,29.0217,0,0.0,1.14,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,Pre-roll,Engagement,Retargeting — Cart Abandoners,2024-09-04,2024-09,2024-W35,Wednesday,False,4316,2896,1.49,57.2,13.25,43,0.9963,58,37,5,9,3,1.3438,1335,1870,1335,1001,734,30.9314,0,0.0,1.33,0.0,0.0,0.0
1002,NovaSkin,Influencer Collab Q4,YouTube,In-feed Video,Engagement,Interest — Tech,2024-09-05,2024-09,2024-W35,Thursday,False,5545,3356,1.65,57.2,10.32,72,1.2985,79,55,7,8,8,1.4247,1531,2143,1531,1148,842,27.6105,0,0.0,0.79,0.0,0.0,0.0
